Id,SalePrice
1461,103814.20189371656
1462,141213.73307507948
1463,179365.95835031776
1464,202697.58984425708
1465,186417.520192499
1466,186968.431938888
1467,206263.0972952379
1468,174169.36096242836
1469,189496.9396099157
1470,115298.81122603381
1471,196595.00425288334
1472,112647.17657326208
1473,85897.06787707444
1474,148822.07333787248
1475,115611.3114906796
1476,343275.3411899266
1477,234656.137812835
1478,310577.50621972675
1479,297120.8104935535
1480,426990.0179312902
1481,284907.3054449067
1482,214803.98942794718
1483,169960.80082164492
1484,169885.90287638313
1485,194026.50745422413
1486,204329.22136214978
1487,311870.412139799
1488,237349.7084921498
1489,187660.5575767386
1490,241377.7823127466
1491,204229.48270216744
1492,93648.74628210228
1493,233623.92981946628
1494,294424.3735582435
1495,265291.0011535662
1496,243455.9411498217
1497,178103.2780334167
1498,171265.66415038996
1499,169418.75315340652
1500,155157.5200041942
1501,193506.97221551623
1502,150208.28022248132
1503,258843.76725934568
1504,248748.63584035353
1505,221096.3851085794
1506,213851.8830369231
1507,248733.30116837026
1508,199037.66935398008
1509,160251.9008822569
1510,142581.58048309127
1511,148426.478595673
1512,180890.23968264225
1513,176029.23695360793
1514,157615.02998236573
1515,214140.83320659676
1516,166806.46446585326
1517,167639.1239778115
1518,113993.77240653938
1519,223145.9891952958
1520,122498.79232481189
1521,114673.96343291222
1522,203341.60103238557
1523,96677.7247818466
1524,129551.7826038182
1525,98926.66109340519
1526,99618.45556317102
1527,93942.42784112992
1528,152695.78359845394
1529,121803.31039190755
1530,244038.35003671117
1531,139231.17653211532
1532,85502.94614434449
1533,172719.95646976607
1534,151615.81273694636
1535,135834.21356543314
1536,88854.40405100628
1537,31337.265772316794
1538,178539.51454992214
1539,224806.81600443387
1540,128911.84007838946
1541,164174.0975958956
1542,130933.71928808113
1543,175183.81705825098
1544,73412.02248017743
1545,111797.81715260209
1546,137024.54779521163
1547,114949.31137359396
1548,136114.37474181197
1549,111970.14945009441
1550,119100.55631768025
1551,112699.47490090082
1552,137557.54628427254
1553,150711.81014519904
1554,132809.06300878242
1555,144252.94790751903
1556,51134.34124982566
1557,97595.28677012387
1558,128419.73204310538
1559,98050.68844911289
1560,119069.51778438804
1561,43097.72359644665
1562,120910.41811386307
1563,131931.23743268495
1564,150860.52506059708
1565,145952.66879310735
1566,256006.0306065555
1567,77409.96014564761
1568,236809.07405788612
1569,115331.81845741809
1570,144925.21456094223
1571,106568.31379923967
1572,142015.9028723342
1573,253013.02583787488
1574,136554.65104774246
1575,239840.92992105286
1576,241990.438629986
1577,191614.94602590517
1578,164058.41181595714
1579,152122.33018883338
1580,210950.9422696463
1581,158940.34571837864
1582,133867.7716823469
1583,284924.46380331996
1584,226658.16682025485
1585,149578.83134451133
1586,71373.29129928874
1587,144766.55032908457
1588,143556.33194812897
1589,130371.27524472839
1590,142861.1085212766
1591,78654.815811004
1592,139110.94892114677
1593,132584.0665030109
1594,83126.11894324954
1595,97872.90111582118
1596,203993.8539432345
1597,168875.61587269974
1598,205218.03783706037
1599,192671.30614845522
1600,188407.00001432
1601,34543.29740909165
1602,115589.32070657867
1603,18484.181424207665
1604,284208.6965000357
1605,250737.9439979398
1606,174237.6170415594
1607,176376.88067227032
1608,221687.09367069716
1609,180262.5379221994
1610,160600.9203012178
1611,156052.51151325923
1612,180900.58483555375
1613,175150.02529371713
1614,139440.54839692844
1615,77401.83295628146
1616,51366.20654872406
1617,69330.42411248104
1618,127677.1218191596
1619,153004.87515269264
1620,177130.96926854385
1621,132409.1992442901
1622,160726.81041975666
1623,262992.1256511654
1624,212931.3485391042
1625,112687.96636289076
1626,186517.39997634568
1627,198002.97705651584
1628,270119.91486490285
1629,195010.17919936517
1630,327342.41258790484
1631,232967.40828489346
1632,221626.45430688185
1633,193419.91570932462
1634,196015.245022736
1635,178252.86712919778
1636,148676.28391293224
1637,199294.27733865866
1638,193920.85823658615
1639,201348.14341846804
1640,257817.44661320696
1641,201931.2133073313
1642,249052.9068549678
1643,212229.2830205974
1644,238768.5689136891
1645,222781.61168881596
1646,180898.95954297713
1647,169907.39971640144
1648,135127.99362692283
1649,124688.26484607413
1650,116631.79812799413
1651,122126.79092576631
1652,108019.67067264693
1653,107270.37240002162
1654,150776.72744575233
1655,141423.17569765795
1656,137637.7394131678
1657,152637.86767660637
1658,144658.26162668664
1659,131852.05286213054
1660,150027.58156549718
1661,401321.3507388483
1662,354557.0578209722
1663,362155.0285186516
1664,390838.5624951497
1665,314270.9924630767
1666,296843.8121200041
1667,351808.33093157585
1668,350598.77809944144
1669,316715.82116575725
1670,338756.2417627245
1671,253075.7103431569
1672,393308.9838620112
1673,282771.15719034174
1674,245495.23082964073
1675,191071.78802738918
1676,197353.55322918828
1677,210058.67794266433
1678,432903.08820193796
1679,347416.99811795936
1680,318063.7729683952
1681,276385.88791679265
1682,292107.8270011158
1683,189761.31490497754
1684,166843.1329234943
1685,180295.00754630702
1686,174217.10202333212
1687,180728.9857388723
1688,198767.28514014554
1689,208209.5865267934
1690,203535.84383216637
1691,194905.7596585862
1692,269637.21958843735
1693,163280.001928915
1694,198358.04587728434
1695,184040.6733171786
1696,256472.88937912832
1697,200969.0830979787
1698,311890.857154049
1699,318663.321197286
1700,244927.33623754393
1701,267204.4059788892
1702,245372.17499833016
1703,234919.66287573936
1704,270267.4818100543
1705,266536.9899244879
1706,383040.4801092334
1707,212110.13705759548
1708,208690.29758989342
1709,266229.69352361234
1710,228457.52160199775
1711,285110.0714749554
1712,255878.92803448281
1713,272144.59306396614
1714,232238.83096856132
1715,207407.78409927545
1716,171169.68775069455
1717,172467.21544190843
1718,118902.28926113478
1719,210583.29811644342
1720,157680.79284043142
1721,156816.47915639167
1722,94278.60287650602
1723,141775.25492642281
1724,206478.7449233253
1725,230338.2823111184
1726,183305.1989444757
1727,145598.1258362869
1728,183758.42036448975
1729,165338.93345493797
1730,170183.83449671275
1731,134222.53461969455
1732,126228.96019033316
1733,104768.88410169302
1734,133663.0907329754
1735,112035.39658745259
1736,96499.96920483463
1737,293244.7723435997
1738,245115.23060363435
1739,265261.2174085297
1740,200740.81332214718
1741,185355.9307673578
1742,177780.93596186416
1743,189618.57928572685
1744,313626.06838899455
1745,196219.4467569948
1746,259546.3773444851
1747,220230.9820224654
1748,218842.63318593238
1749,149807.52455090938
1750,143415.1940148931
1751,260444.9049954335
1752,106961.17905400458
1753,165779.11479738797
1754,235334.3111173615
1755,171393.2320640676
1756,137097.87659773344
1757,108780.80159119514
1758,143695.2780482976
1759,167358.77433905794
1760,153594.0821826595
1761,159007.35248201597
1762,188113.02888796126
1763,180481.56000575886
1764,112532.7142061046
1765,201707.02358725152
1766,210610.89762402835
1767,238730.03183568848
1768,137025.5706490299
1769,171619.70297084327
1770,155315.46134443415
1771,110847.6639048515
1772,120799.76982631275
1773,103944.76495729004
1774,148444.4353639993
1775,150148.64383531126
1776,145208.7135212207
1777,114139.03094800931
1778,138210.21019710667
1779,128603.4855530829
1780,195952.630044023
1781,114561.47411910814
1782,69576.30904836251
1783,135385.7521380414
1784,109046.41977685827
1785,121159.8447107393
1786,114627.2891352046
1787,170166.81783816006
1788,29950.660512641974
1789,89363.90171655265
1790,32260.329820666433
1791,193972.76507299507
1792,159079.67257916622
1793,129898.30178004547
1794,177764.2727545099
1795,142688.688708025
1796,89535.51015882657
1797,144239.81170206913
1798,112960.0087645475
1799,95411.1214034422
1800,112373.96156824983
1801,106820.53913295941
1802,147576.07231544075
1803,169530.00264835634
1804,124948.83850863736
1805,142352.32516182863
1806,135321.97320387347
1807,170583.50731335228
1808,116905.44105216415
1809,121209.36870299184
1810,147716.43885241167
1811,81722.13435050889
1812,115965.90185899122
1813,121144.8760517081
1814,111365.24834117485
1815,20095.49748603927
1816,104975.17492383483
1817,101055.65829786003
1818,172735.43828948282
1819,137657.90894561002
1820,41991.69633608495
1821,127191.82334629208
1822,153399.44212701448
1823,64058.039662109644
1824,142524.58933513446
1825,135931.18603017877
1826,88033.33855566519
1827,92500.09125472065
1828,133212.95468900536
1829,158260.68716502163
1830,168607.38742249293
1831,170370.70973832344
1832,68527.41355882092
1833,138837.71876740313
1834,134171.83182584282
1835,123874.01130121129
1836,141055.43303108562
1837,52903.66010790991
1838,122194.94034158063
1839,138382.50963945777
1840,135831.2481853798
1841,107056.04555392356
1842,112517.47810116687
1843,115326.20049302508
1844,126170.68484101069
1845,144446.46008484645
1846,164677.66456668428
1847,182389.19346065234
1848,9775.873343710293
1849,129018.73549190394
1850,123695.30837310033
1851,150112.46100685254
1852,115258.5223294296
1853,114972.33607624352
1854,172847.45352726287
1855,144307.66130334834
1856,229227.0673242083
1857,131912.01525792383
1858,134181.37586022043
1859,115182.24185250947
1860,111650.38881067667
1861,113837.64919368285
1862,314036.0101679561
1863,309767.9367023797
1864,309781.582685082
1865,339146.6427021689
1866,337844.38242448354
1867,234436.53749436254
1868,309106.43182760547
1869,216918.39172528844
1870,239511.1186827556
1871,259283.16419947564
1872,179318.08985451792
1873,237957.95541425768
1874,173485.77185167695
